MMSI,선박명,선종코드,IMO,호출부호,DimA,DimB,DimC,DimD,흘수,추정톤수
440120950,98TONGYOUNG,30,0,306,10,4,4,0,0,0
440120970,FIORD,30,0,300,15,1,3,1,0,0
440120990,GYEONG NAM 238HO,90,0,0,0,0,0,0,0,0
440121020,SU SUNG 1,52,87623,421,0,0,0,0,0,0
440121160,109JANGSUNG HO,30,0,1270,9,2,2,1,0,0
440121170,NO.98 KEUM SUNG,30,0,475 KS,10,5,3,3,0,0
440121180,NO.97 KEUM SUNG,30,0,441,10,5,2,3,0,0
440121190,NO.89 KEUM SUNG,30,0,475KESU,10,3,5,5,0,0
440121212,SUNMIN,90,0,0,0,0,0,0,0,0
440121320,505 MYUNG KWANG,30,0,0,0,0,0,0,0,0
440121340,TAMGU7,90,0,DSED7,20,4,2,2.3,0,0
440121350,301 KWANG YANG,52,0,941235,24,3,3,1.5,0,0
440121380,1 DONG JIN,30,0,0,0,0,0,0,0,0
440121430,202 AN SUNG,52,0,970301,15,3,3,0,0,0
440121490,NO.52KEUMYOUNG,30,0,322,8,3,4,0,0,0
440121510,DONGBAEK NO1,52,8821163,970198,22,4,5,3.8,0,0
440121530,DEOKWON HO,90,0,0,0,0,0,0,0,0
440121560,EUNJIN 5,52,0,080122,25,5,4,0,0,0
440121600,HAE URI 201,37,0,1291,15,2,4,0,24,0
440121620,102 DONG SUNG HO,52,0,DSAH8,18,2,4,0,0,0
440121640,NO.112 DAEJIN,30,0,343,15,5,3,4,0,0
440121650,111 DAE JIN,30,0,342 DJ,20,4,3,0,0,0
440121660,NO101 BACK GU HO,37,0,0,0,0,0,0,0,0
440121700,NO.9 JANGSEUNGPO,37,0,310,15,2,4,1.5,24,0
440121760,KYUNG-IL HO,90,0,0,0,0,0,0,0,0
440121820,JIWON3HO,90,970102,1256,24,4,3,0,0,0
440121850,102 HAE GEUM,30,0,321HG,10,2,2,0,0,0
440121860,GOLDMARINE 36,52,0,080321,20,4,3,2.5,0,0
440121920,103 HAE GEUM,30,0,322HG,15,3,4,0,0,0
440121960,301 MYUNG JIN,90,0,941267,15,3,3,0,0,0
440122060,DONG MYUNG-11,32,0,760245,6,3,2,3,27,0
440122070,HAE RYONG NO.1,22,9156137,965298,0,0,0,3,0,0
440122090,KANG NAM T-17,32,0,D8NI,15,3,4,3.1,0,0
440122240,UL SAN 709,32,0,D8AA,20,4,5,0,0,0
440122280,noname,90,0,0,0,0,0,0,0,0
440122300,noname,37,0,0,0,0,0,0,0,0
440122410,101 UO KAUNG,52,0,969009,16,2,2,3,0,0
440122430,101HAE SANG HO,30,0,0,0,0,0,0,0,0
440122460,18 DEOK JIN HO,90,0,0,0,0,0,0,0,0
440122490,DAE SUNG 9,53,0,970449,42,6,7,2.5,0,0
440122530,78 YOUJEONG,30,0,0,0,0,0,0,0,0
440122540,201 SIN SEONG,30,0,356,10,4,4,0,0,0
440122550,3 GEUM JEONG,30,0,313,25,2,4,0,0,0
440122570,17 NAM YOUNG,90,0,0,0,0,0,0,0,0
440122610,SINJUNG 701,90,0,0,0,0,0,0,0,0
440122620,BO GO HO,90,0,300,27,3,3,0,0,0
440122630,23JEONGSUN,90,0,0,0,0,0,0,0,0
440122650,66GWANGYANG,90,0,0,0,0,0,0,0,0
440122660,99GWANGYANG,30,0,0,0,0,0,0,0,0
440122670,88WOONGCHEON,90,0,0,0,0,0,0,0,0
440122690,108WOONGCHEON,90,0,0,0,0,0,0,0,0
440122780,55 KUM JEONG,30,0,0,0,0,0,0,0,0
440122790,7JO YANG,90,0,0,0,0,0,0,0,0
440122810,6JOYANG,30,0,0,0,0,0,0,0,0
440122870,GUMDONG,30,0,0,6,2,2,1.3,5,0
440122920,25 CHUNG KWANG,30,0,305,40,6,6,3,0,0
440122930,27SUN KYEONG,90,0,0,0,0,0,0,0,0
440122940,113 HONG EUN,30,0,0,0,0,0,0,0,0
440122950,36HONG EUN,30,0,300,27,2,6,0,0,0
440122990,SAMSUNG T5 HO,90,0,0,0,0,0,0,0,0
440123000,M/V ASAKA,70,8944111,D7BR,12,5,7,3.5,0,0
440123110,DAESEONGHO,90,0,0,0,0,0,0,0,0
440123230,1 YOORIM,90,0,0,0,0,0,0,0,0
440123280,DONG SUNG 202HO,52,0,D9XS,15,4,3,0,0,0
440123370,DONG WOO,99,0,302,10,3,3,0,0,0
440123390,ESTHER,54,0,0,0,0,0,0,0,0
440123420,NO.98 IM SU,30,0,0,0,0,0,0,0,0
440123430,NO.97 IM SU,30,0,0,0,0,0,0,0,0
440123456,5632,32,0,852,0,0,0,3,0,0
440123530,HYE SEUNG 701,30,0,336,0,0,0,0,0,0
440123540,HYE SEUNG 702,30,0,339,0,0,0,3,0,0
440123570,56CHEONG GWANG,90,0,0,0,0,0,0,0,0
440123580,2001 CHEOL YONG,90,0,680,5,3,3,0,0,0
440123640,MYEONG YANGHO,99,0,330,9,2,3,0,14,0
440123650,PANG JIN HO,60,0,396,100,40,30,12.3,0,0
440123690,NO.3 GU JIN,30,0,309GUJI,14,4,3,2,0,0
440123710,NO.3 DAE SUNG,32,0,980308,20,2,5,3,0,0
440123740,9 CHEONG YANG,30,0,0,27,2,4,0,0,0
440123760,88TONGYOUNG,30,0,308,33,4,4,3,0,0
440123780,102HAE SANG,90,0,0,0,0,0,0,0,0
440123810,UL SAN 101,52,0,998269,59,10,10,0,0,0
440124000,PHOS,78,9511739,D7PH,11,9,4,3.2,0,0
440124010,JU WON,52,0,080491,8,4,4,2.5,0,0
440124020,JE123HEEYONGHO,90,0,0,0,0,0,0,0,0
440124080,noname,30,0,0,0,0,0,0,0,0
440124090,JE16BORYUNGHO,90,0,0,0,0,0,0,0,0
440124100,OK PO NO2,52,834997,0,0,0,0,0,0,0
440124120,JE23HEEYOUNGHO,30,0,0,0,0,0,0,0,0
440124150,625 DEOK YANG HO,52,0,080444,5,7,8,0,0,0
440124190,TAE DA,30,0,0,0,0,0,0,0,0
440124240,105 SEONG HWA,90,0,0,0,0,0,0,0,0
440124310,9 WON YANG,80,940851,100,0,0,0,0,0,0
440124440,SAMYANG NO.1,52,6512263,041548,20,4,5,0,0,0
440124540,NO.207 KWANG YANG,30,0,340 KWY,12,3,3,3,0,0
440124550,MS GAS,80,9152313,204801,17,9,3,0,0,0
440124560,DAE GIL HO,90,0,0,0,0,0,0,0,0
440124740,1 DAE YOUNG,30,0,392,12,2,4,3,0,0
440124750,3 GAL MAE GI,30,0,601,10,3,1,0,17,0
440124870,MYUNG SUNG,30,0,0,0,0,0,0,0,0
440124930,701 DHE IL,90,8192,S#D,2,4,0,0,0,0
440125030,SU YEON 1HO,52,0,SSD,3,2,2,2.5,0,0
440125040,JE315 DONGCHANGHO,90,0,0,0,0,0,0,0,0
440125090,21 DONG MYEONG HO,90,0,0,0,0,0,0,0,0
440125200,P-111,90,0,0,20,4,2,2.7,0,0
440125300,88MYUNG CHEON,90,0,0,0,0,0,0,0,0
440125320,205 IK SUNG,30,0,301,8,3,3,0,0,0
440125420,HYEOP SUNG T2,32,0,0,0,0,0,0,0,0
440125440,96.DONGBANG,80,0,961049,13,3,3,3.2,0,0
440125570,SAE YEONG HO,80,0,080611,9,2,6,0,0,0
440125620,339POONGWOON,90,0,0,0,0,0,0,0,0
440125720,506JINHUENG,90,0,500,8,3,4,0,0,0
440125870,HYUN DAI 500,52,0,DSDW3,20,2,3,3,0,0
440125970,107 HEE SEONG,30,0,501,17,3,4,0,0,0
440126000,noname,51,0,0,0,0,0,0,0,0
440126090,JE 102 SEONGJINHO,90,0,0,0,0,0,0,0,0
440126140,33 IL JIN,90,0,0,0,0,0,0,0,0
440126170,NO 301 SHIN JUNG,90,0,995632,21,2,3,0,0,0
440126190,72 HAEYOUNG,30,0,0,35,5,5,3,0,0
440126250,5DONGHAI,90,0,0,0,0,0,0,0,0
440126260,67BUKYUNG,90,0,0,0,0,0,0,0,0
440126270,37BUGYUNG,90,0,0,0,0,0,0,0,0
440126330,SAM/MYENG,30,0,300,33,3,7,0,0,0
440126490,JE102UILHO,37,0,0,0,0,0,0,0,0
440126570,OK PO 11 HO,52,0,0,0,0,0,0,0,0
440126650,NO.105 SAM YANG,52,0,880737,15,2,2,0,24,0
440126860,32 YONG DEUG,90,0,0,0,0,0,0,0,0
440126880,702 DAEHAN,30,0,322,30,3,4,0,0,0
440126940,101YUJIN,90,0,621,16,3,5,0,0,0
440126950,303 HAN CHANG,90,0,303,18,3,3,0,0,0
440127000,SUN EASTERN,70,9323302,D7BA,21,11,5,5.7,0,0
440127060,NO.118 KEUM SUNG,30,0,318KEUS,13,6,2,12.3,0,0
440127170,76 DONG MYEONG,90,0,0,0,0,0,0,0,0
440127180,75 DONG MYEONG,30,0,0,0,0,0,0,0,0
440127200,JOSEONTONGSINSASEON,90,0,0,0,0,0,0,0,0
440127370,ULSAN 301 HO,52,0,224817,0,0,0,3.5,0,0
440127380,OKPO 360000,90,0,0,0,0,0,0,0,0
440127410,PILOT 11 EULSOOKDO,50,0,0000300,10,1,3,1,24,0
440127630,21YONGMA,52,0,0,0,0,0,3.5,0,0
440127670,KUKHWA NO.1,52,0,9892038,15,3,5,3.5,0,0
440127690,601 HAN IL HO,90,0,0,0,0,0,0,0,0
440127710,NO.3 TAEKYUNG,80,0,303,10,4,3,3,0,0
440127820,201.SAM.YANG,52,0,DSDZ7,25,6,2,0,0,0
440127840,NAISEUHO,90,0,0,0,0,0,0,0,0
440127850,T102 KUMYONG,52,0,0,0,0,0,0,0,0
440127860,HAEYOUNG HO,52,0,073101,8,2,2,1.5,6,0
440127870,DAE KYUNG HO,90,0,0,0,0,0,0,0,0
440127980,GYEONG NAM 232,40,0,0,0,0,0,0,0,0
440128040,noname,30,0,311,12,5,3,0,0,0
440128060,DEOK BONG,52,8130784,DSQH8,23,5,5,4.2,0,0
440128110,7 DUCK PO HO,90,0,0,0,0,0,0,0,0
440128230,JA YANG,70,8811132,DSFO6,20,12,6,6.5,0,0
440128340,MIN SEONG,30,0,0,0,0,0,0,0,0
440128440,M-HUNTER,35,0,300MHUT,0,0,0,1.2,0,0
440128460,SUNG SHIN T3,52,0,D9JC,16,8,5,0,0,0
440128530,KEUM KANG,80,0,955212,15,2,5,0,0,0
440128600,18GEUM HWA,30,0,SSD,0,0,0,0,3,0
440128670,107 GEOJE HO,52,0,615669,15,2,3,0,24,0
440128750,503CHANG NAN,99,0,306,0,0,0,0,0,0
440128760,101 MYUNG JUNG,30,0,301,27,4,3,3.5,0,0
440128770,102 MYUNG JUNG,30,0,302,27,4,3,3.5,0,0
440128920,103 SAM CHANG,52,0,708028,15,1,3,2.2,24,0
440128940,22 SAM YUNG,52,0,866016,13,3,2,0,24,0
440129060,2 GEUM SEONG,32,0,785874,12,2,2,3.2,14,0
440129110,NAM YOUNG,52,0,081982,7,2,2,0,3,0
440129220,OKPO NO12,52,0,097652,24,5,5,3.6,0,0
440129230,YU LIM NO.5,90,9163257,978218,30,10,12,0,0,0
440129290,302CHUNGGWANGHO,30,0,0,0,0,0,0,0,0
440129310,301 CHEONG GWANG,30,0,0,0,0,0,0,0,0
440129320,303 CHEONG GWANG,30,0,0,0,0,0,0,0,0
440129390,302TAESUNG,30,0,0,0,0,0,0,0,0
440129440,KWANG IL HO,80,0,961095,10,2,4,0.3,0,0
440129460,98 PYEONG JIN,30,0,398,24,2,3,0,0,0
440129520,7 SHIN HAN,52,0,960816,0,0,0,0,0,0
440129670,SE JONG HO,52,0,D8ET,14,1,2,0,0,0
440129710,101 JIN YANG,90,0,770190,11,3,2,0,24,0
440129720,TAMGU19,55,0,303,7,2,0,0,5,0
440129790,NO,90,0,0,45,7,4,5,0,434
440129890,308 YUNG IL,30,0,317,0,0,0,0,0,0
440129930,907 NAM YANG,90,0,0,0,0,0,0,0,0
440129970,TAE YANG 21,90,0,0,0,0,0,0,0,0
440130000,HL SUR,89,9176010,D7AR,59,22,21,9.5,0,0
440130010,NO.1 GEUMHWA,90,0,0,0,0,0,0,0,0
440130020,SAMHYEONGTI NO.1,52,0,876427,16,4,1,0,0,0
440130060,KANG NAM-6005,53,0,150032,6,13,7,0,0,0
440130090,NO.1GEUSUNG,90,0,300,9,2,2,0,14,0
440130160,BUII 19HO,90,0,0,0,0,0,0,0,0
440130190,KUM CHANG 105 HO,52,0,902056,12,2,2,2,0,0
440130260,NO.102WOOYANG,30,0,300,10,2,2,0,0,0
440130270,CHANGWON NUBIHO,90,0,300,10,5,3,0,0,0
440130300,C.HORIZON,81,9231717,160040,15,4,10,6,0,0
440130510,69 GEUMJEONG,30,0,0,0,0,0,0,0,0
440130570,1 BUGANG,30,0,309,13,2,1,0,24,0
440130620,66 DONG MYEONG,30,0,0,0,0,0,0,0,0
440130630,noname,30,0,0,0,0,0,0,0,0
440130640,101 DONG SUNG HO,52,0,806012,13,3,2,0,27,0
440130760,JOON SUNG,52,0,SSD,12,2,2,1.9,0,0
440130790,HU JEONG HO,90,0,0,5,2,2,0,10,0
440130890,202IL JIN HO,30,0,313,13,2,2,0,0,0
440130920,25SUN GYEONG,90,0,0,0,0,0,0,0,0
440130930,26SUN GYEONG,90,0,0,0,0,0,0,0,0
440130940,702YONGDUK,90,0,0,0,0,0,0,0,0
440130950,703YONGDUK,90,0,0,0,0,0,0,0,0
440130980,33SUNKYEONG,90,0,0,0,0,0,0,0,0
440131090,GYUNG NAM 704,90,0,0,0,0,0,0,0,0
440131130,52GWANGYANG,30,0,0,0,0,0,0,0,0
440131150,51KWANGYANG,90,0,0,0,0,0,0,0,0
440131160,DAE DONG 102,52,0,200006,8,3,2,2.2,6,0
440131250,BANG JU HO,52,0,620,18,3,2,0,0,0
440131350,103 DONG SUNG,32,0,625765,10,2,2,0,14,0
440131390,JE101MANSEONGHO,30,0,318MANS,14,2,2,0,24,0
440131410,JE102MANSEONGHO,90,0,323,16,2,2,0,24,0
440131420,8HAE SANG,90,0,0,0,0,0,0,0,0
440131430,9HAESANG,90,0,0,0,0,0,0,0,0
440131480,81JEONG SUN,30,0,300,16,1,3,0,27,0
440131500,noname,37,0,0,0,0,0,0,0,0
440131540,88 DUCK ONE,30,0,388,27,3,4,0,0,0
440131730,noname,30,0,0,0,0,0,0,0,0
440131810,2021CHEONGSIN,30,440131810,SSD,0,0,0,0,0,0
440132000,CHUNG HAE JIN,30,9196785,SSD,40,3,6,4.5,0,0
440132120,109MYOUNG YANGHO,90,0,0,0,0,0,0,0,0
440132130,WOO RI HO,90,0,305,5,2,2,0,3,0
440132140,HANYU ULSAN,80,9932622,210041,21,12,12,5,0,0
440132150,108MYOUNG YANGHO,90,0,0,0,0,0,0,0,0
440132160,107MYEONGYANG,30,0,339,13,2,2,0,17,0
440132230,77 CHEONG SIN HO,90,0,0,0,0,0,0,0,0
440132310,KUM KWANG HO,37,0,307,3,2,2,0,17,0
440132370,KOMAR NO2,80,0,969016,10,4,3,0,0,0
440132380,JUNG BU,30,0,0,0,0,0,0,0,0
440132410,5 DONG HAE,30,0,503DH,12,5,2,0,0,0
440132470,JUNG WOO,90,0,945148,8,3,3,3.2,0,0
440132580,NO.307 DAE RYONG,52,9144366,967744,17,3,5,0,0,0
440132660,noname,30,0,0,0,0,0,0,0,0
440132670,MI JO HO,37,0,0,0,0,0,0,0,0
440132720,NO 7 YOOK IL,90,0,0,0,0,0,0,0,0
440132730,YU SUNG,90,0,316,15,5,5,0,0,0
440132820,TAEPEONGYANG,90,0,302,14,2,2,0,24,0
440132890,UL SAN 8001,70,0,078216,0,0,0,0,0,0
440132920,3003JONGYOUNG,52,0,988261,5,10,10,1,0,0
440132930,SEYANG PRIME,80,9284427,180003,19,7,7,6.5,0,0
440132950,noname,30,0,0,0,0,0,0,0,0
440132960,710 HAE WOON HO,90,0,0,0,0,0,0,0,0
440132990,GEUMGWANGHO,30,0,505,10,4,5,0,0,0
440133020,ASIA8HO,90,0,0,0,0,0,0,0,0
440133200,CHEONG HAE,80,180031,180031,12,5,3,3.4,0,0
440133270,SUNGBO,90,0,0,0,0,0,0,0,0
440133310,5 DONG SUNG,52,0,886531,12,2,2,2,24,0
440133470,DAE SUNG 5001,90,0,061404,3,9,9,0,0,0
440133480,DAE SUNG 6001,53,0,031399,5,10,11,4,0,0
440133490,DAE SUNG 8001,70,0,0,4,12,12,5,0,0
440133510,DAE SUNG 9001,53,0,090335,75,10,15,5,0,0
440133530,DONG YANG 16,53,0,957135,6,7,8,3.5,0,0
440133540,DONG YANG 17,53,0,970424,50,9,7,3.5,0,0
440133570,DONG KYOUNG 102 HO,52,0,920757,16,3,3,0,0,0
440133620,HAEYANG7,52,0,0,0,0,0,0,0,0
440133650,NO.83JIN YOUNG,31,0,876961,12,2,2,0,20,0
440133770,HAE YANG 8,30,0,0,0,0,0,0,0,0
440133780,SUNG SIN 5002 HO,52,0,086294,0,0,0,3.8,0,0
440133790,SUNG SIN 8001,90,0,0,0,0,0,0,0,0
440133840,JONG YEONG-5001,32,0,070652,7,5,13,0.2,0,0
440133850,HYE MIN 5001 HO,90,0,0,0,0,0,0,0,0
440133910,DAESUNG 102,90,0,412,20,4,3,0,0,0
440134200,77 IM SU,30,0,0,0,0,0,0,0,0
440134230,NO1 BADA,52,0,1275BAD,24,3,6,0,0,0
440134270,KWANG JIN HO,80,0,091031,12,3,3,0,0,0
440134290,DAESUNG 3001,31,0,366,7,8,8,3.5,0,0
440134370,DONGYANG,30,0,0,0,0,0,0,0,0
440134530,SE BANG 20001,90,0,0,0,0,0,0,0,0
440134620,HYUNJUNG,80,0,091116,0,0,0,0,0,0
440134720,23 KUMJIN,70,0,091413,33,7,7,6.5,0,0
440134740,JAE1TAEYUNGHO,90,0,0,0,0,0,0,0,0
440134750,SAM JIN NO.1,80,9124237,091321,11,8,7,4.5,0,0
440134820,207 SUNG SHIN,52,0,LEN0LEN,7,3,3,0,0,0
440134900,2 BUGANG,30,0,310,14,2,3,0,0,0
440135170,DONG BANG CHALLENGER,70,9159957,107211,38,4,10,6.4,0,0
440135190,19 HAE SUNG,30,0,369,16,2,0,5,0,0
440135240,101CHUNG RYONG -TUG-,52,8585549,D7VF,15,3,5,3,0,0
440135260,101.HYUP_SUNG,90,0,302,24,4,3,0,0,0
440135400,TRITON,80,9209946,160031,28,1,12,6.5,0,0
440135420,DONG UN,80,0,091109,9,3,4,0,0,0
440135570,noname,30,0,0,0,0,0,0,0,0
440135660,BADAGAON,90,0,300BADA,0,0,0,0,0,0
440135680,DONGBOHO,30,0,0,0,0,0,0,0,0
440135730,BOMYOUNG,84,0,961279,8,3,3,0,0,0
440135790,207 KO RYO,32,0,880875,9,2,3,2,27,0
440135840,DAE SUNG 6002HO,90,0,0,0,0,0,0,0,0
440135930,JUNG WOO 1,80,0,0,0,0,0,0,0,0
440135980,98 SAMYANG,52,0,0,0,0,0,0,0,0
440136040,HAEBADA 201,90,0,0,0,0,0,0,0,0
440136110,309 HAN CHANG,30,0,309,10,4,4,4,0,0
440136380,KUKDONG1HO,90,0,0,0,0,0,0,0,0
440136910,SHIN YOUNG,30,0,0,0,0,0,0,0,0
440137000,KWANG JIN NO.17,52,9673111,DSHP9,20,5,5,4.6,0,0
440137010,501 TAE KWANG HO,90,0,0,0,0,0,0,0,0
440137100,VICTORY 1,37,0,301,5,2,2,0,10,0
440137230,HANGMAN JEONG HWA 1,54,0,301,13,3,5,1,0,0
440137320,ULSAN 103,52,0,150010,18,4,4,4.5,0,0
440137740,JEONNAM511HO,90,0,0,0,0,0,0,0,0
440137770,noname,90,0,300,4,3,3,0,8,0
440138700,SKY STAR,80,180029,180029,0,0,0,4.5,0,0
440139000,KWANGYANG SUNSHINE,79,9647021,DSHP6,19,5,10,6.4,0,0
440139260,KOREA 401,52,0,0,0,0,0,0,0,0
440139350,YOON SEONG HO,90,0,SSD,25,3,3,0,0,0
440139410,SECHANG VENUS,80,9414553,YSR,24,7,7,6.2,0,0
440139480,POONGSAN,90,0,310,13,5,5,0,0,0
440140010,JONGYOUNG 6003,53,0,150033,6,13,7,0,0,0
440140540,noname,37,0,0,0,0,0,0,0,0
440140560,THALES,30,0,300,5,1,1,0,3,0
440140730,NAISE2HO,90,0,0,0,0,0,0,0,0
440140850,BAN YA HO,30,0,300BYH,6,2,1,0,3,0
440141000,SM BUSAN,74,9312767,D7BT,79,26,14,9.8,0,0
440141130,JE1 JOYANGHO,30,0,0,0,0,0,0,0,0
440141140,JOYANG2HO,90,0,0,0,0,0,0,0,0
440141150,JE8JOYANGHO,30,0,0,11,2,2,0,24,0
440141220,503 KANG SEONG,30,0,305,0,0,0,3,0,0
440141230,KANG SEONG,30,0,0,0,0,0,0,0,0
440141340,7SE YUN,80,0,SSD,4,3,2,2,0,0
440141370,101 SEONG HWA,90,0,0,0,0,0,0,0,0
440141440,2019 HAE DONG,90,0,0,0,0,0,0,0,0
440141620,JE56HEEYUNGHO,90,0,0,0,0,0,0,0,0
440141630,77YOUNGDEOK,80,975829,975829,10,4,3,3,0,0
440141920,BU MAN 1HO,90,0,0,0,0,0,0,0,0
440141980,107 SUNGBO HO,90,0,0,0,0,0,0,0,0
440142020,noname,30,0,0,0,0,0,0,0,0
440142060,NO.308 DAERYONG,52,9149964,966511,19,3,5,0,0,0
440142080,11 CHUNG YANG,30,0,300,14,2,3,0,20,0
440142130,11 HAE SEONG,30,0,411,18,2,3,0,0,0
440142370,JEONGMIN NO.05,90,0,0,0,0,0,0,0,0
440142390,noname,30,0,0,0,0,0,0,0,0
440142520,SAM KWANG,90,0,999,15,3,2,0,0,0
440142600,JUPITER,90,0,932454,20,6,3,0,0,0
440142810,TAE PYONG HO,90,0,975652,7,3,4,0,0,0
440142880,JE103DEOKSUNGHO,37,0,0,0,0,0,0,0,0
440142970,DONGJIN.1,32,0,835523,13,5,2,2.5,0,0
440143190,SPEED,30,0,300,7,1,3,0,10,0
440143270,DEUNGDAERANG2,90,0,0,0,0,0,0,0,0
440143360,noname,37,0,312,5,3,2,0,24,0
440143390,SS B1,90,0,300SS B,10,10,26,5.4,0,0
440143410,noname,30,0,0,0,0,0,0,0,0
440143520,DONGKYEONG,90,0,0,0,0,0,0,0,0
440143570,KTS GOLD,81,909318644,912KG,10,5,10,5,0,0
440143780,BO KYUNG 101,52,0,950551,5,4,3,0,0,0
440143830,UL SAN 10001,90,0,0,80,12,14,0,0,0
440143870,2010BOSUNG,90,8351340,6482203,10,4,4,2.8,0,0
440143900,noname,30,0,0,0,0,0,0,0,0
440143950,803 TAE YANG HO,30,0,306,0,0,0,0,0,0
440144000,CHANG YOUNG,80,9300788,D7AV,25,15,5,7.6,0,0
440144110,C N C 9 HO,32,0,980262,15,3,3,3.5,0,0
440144120,DAICHENGHO,90,0,0,0,0,0,0,0,0
440144170,HAE PI KING,37,0,0,0,0,0,0,0,0
440144200,FC VICTORY,80,9214197,130004,21,5,9,6.5,0,0
440144250,noname,90,0,0,0,0,0,0,0,0
440144280,GAS BROADWAY,80,9317286,DSQT6,17,6,6,4.9,0,0
440144490,101MARINE,90,0,865921,11,2,3,2,17,0
440144560,PILOT BIDULGI,50,0,SSD,0,0,0,0,0,0
440144670,205 DONG SUNG HO,52,0,797069,10,2,2,2.5,3,0
440144770,UL SAN 109,52,0,922517,22,4,4,0,0,0
440144780,TAEKYUNG LUNA,80,9275842,D7OX,20,10,4,6.5,0,0
440144840,SUNG JIN HO,99,0,302,0,0,0,0,0,0
440144860,BOGO NO.1,52,0,414BOGO,15,5,4,3.8,0,0
440144870,SOO SUNG T 15HO,90,0,615,17,3,3,0,0,0
440145030,GEUM  GANG,30,0,400,13,3,3,0,0,0
440145090,305 HAN CHANG,30,0,0,0,0,0,0,0,0
440145120,2020TAE YA,30,0,920,14,3,3,4,0,0
440145140,2002 HAE YOUNG,90,0,020953,16,0,0,0,0,0
440145170,23 SAM JIN HO,90,0,0,0,0,0,0,0,0
440145180,DONGBANG GLORY,70,9159969,108674,40,12,8,6,0,0
440145230,NO.1 BAE SANG,80,0,100668,9,2,5,0,0,0
440145270,101 SUNG SHIN ^^,52,0,DSOA2,15,2,3,0,0,0
440145300,SEONYEONG2HO,90,0,305,5,2,2,0,24,0
440145330,HAE SEOUNG HO,30,0,310,4,3,3,0,12,0
440145380,BONG JIN,30,0,0,0,0,0,0,0,0
440145430,DAE LIM,30,0,0,0,0,0,0,0,0
440145450,85TONGYOUNG,30,0,0,30,4,3,2.5,0,0
440145460,32 HONG EUN,90,0,0,0,0,0,0,0,0
440145470,noname,30,0,0,12,2,2,0,20,0
440145480,97HEEYOUNGHO,90,0,0,0,0,0,0,0,0
440145490,35 HONG EUN,30,0,367,18,1,3,0,0,0
440145510,98HEEYUNG,90,0,0,0,0,0,0,0,0
440145520,NO.207 HEUNGYANG,90,0,0,20,3,3,0,0,0
440145590,KUMYONG NO.303,52,0,D9HL,20,3,6,4,0,0
440145790,77 YONG DEUK,30,0,0,0,0,0,0,0,0
440145840,CHEONJIN,80,9123946,100611,15,6,6,4,0,0
440145910,BO GO NO.3,52,0,303,17,5,4,0,0,0
440145960,KANG NAM T-13,32,0,942504,20,3,3,0.3,0,0
440145980,27 SE GIL,30,0,427,0,0,0,2,0,0
440146050,OKPO NO.13,90,0,420OKPO,18,5,5,0,0,0
440146060,OKPO 15,52,0,107770,24,5,6,3.6,0,0
440146100,KO RYO 307 HO,31,8850827,D7LB,18,5,4,0,0,0
440146120,S-79,51,0,0,0,0,0,0,0,0
440146150,CHOE KANG READ 2 HO,90,0,0,0,0,0,0,0,0
440146200,noname,90,0,0,0,0,0,0,0,0
440146350,DAEHANMINKOOK,90,0,0,0,0,0,0,0,0
440146420,11 SSANG YONG,70,0,161001,8,6,6,5,0,0
440146500,noname,30,0,507,10,3,2,0,0,0
440146660,113WOONGCHEON,90,0,0,0,0,0,0,0,0
440146670,115WOONG CHEON,90,0,0,0,0,0,0,0,0
440146700,JE 9 CHANGNAM,30,0,326,16,3,4,3,0,0
440146730,77YOUNG SUNG HO,30,0,0,0,0,0,0,0,0
440146830,GYONG DAN2HO,30,0,302GD,7,2,2,0,8,0
440146840,GEO JE208 HO,30,0,300,0,0,0,0,0,0
440146890,noname,30,0,0,0,0,0,0,0,0
440146930,623 DAE JIN,52,0,100131,7,4,4,0,0,0
440146980,ILSHIN PRINCESSROYAL,70,9496862,106783,46,13,10,5,0,0
440147000,KMTC HOCHIMINH,71,9314923,D7BM,47,21,9,8,0,0
440147080,GEO GA HO,50,0,373,0,0,0,0,0,0
440147110,DAE YANG 201 HO,52,0,926989,15,3,3,0,27,0
440147210,7 CHUN YANG,80,0,0,0,0,0,0,0,0
440147330,DONG_MYUNG,80,9100580,114801,19,2,10,3.5,0,0
440147450,88BUM GSOO HO,90,0,0,0,0,0,0,0,0
440147520,TAE YANG 5001,52,0,0,0,0,0,0,0,0
440147710,NO.11WOOYANG,90,0,0,0,0,0,0,0,0
440147780,BO GO 5 HO,52,0,448,0,0,0,0,0,0
440147820,POS7,90,110048,0,6,4,4,0,0,0
440147840,KCG516,90,0,0,0,0,0,0,0,0
440147850,TAE JOO 2HO,90,0,000521,8,3,3,0,0,0
440147870,102 SAMYANG,90,0,0,0,0,0,0,0,0
440147920,GLOBAL 102,52,0,110003,19,4,4,3.2,0,0
440147990,AJU 450 HO,90,0,0,0,0,0,0,0,0
440148030,DAE SUNG 5002,53,0,110050,5,10,8,4,0,0
440148060,155-2 HYE SEUNG,90,0,0,0,0,0,0,0,0
440148070,noname,30,0,0,0,0,0,0,0,0
440148090,GANG JEON HO,90,0,0,0,0,0,0,0,0
440148110,12 HAE SEONG,30,0,412,12,5,5,0,27,0
440148120,13 HAESEONG,30,0,413,0,0,0,3,0,0
440148140,NO 127 KEUM SUNG,30,0,337,8,6,2,3,0,0
440148150,NO.122 KEUM SUNG,30,0,322 KS,19,2,5,3,0,0
