scenario_id,tau_clear_s,psi_clear_deg,distance_at_t0_m,status,entered_hazard,n_entries,n_exits
INT_440155330_211882920_20240304_1854,0.000,0.000,123.940,never_entered,0,0,0
INT_440113610_636015779_20240304_2005,0.000,0.000,25.928,never_entered,0,0,0
INT_440155330_440154990_20240304_2230,8.000,0.184,13.200,cleared_after_entry,1,1,1
INT_440113610_636018904_20240305_0517,0.000,0.000,75.068,never_entered,0,0,0
INT_440909000_538009273_20240305_0916,59.800,3.897,21.401,cleared_after_entry,1,1,1
INT_441925000_477166700_20240305_1221,0.000,0.000,100.296,never_entered,0,0,0
INT_440008040_305523000_20240305_1331,0.000,0.000,57.622,never_entered,0,0,0
INT_440155330_565156000_20240305_1350,27.000,1.710,43.832,cleared_after_entry,1,1,1
INT_440700180_565156000_20240305_1413,112.600,13.353,43.832,cleared_after_entry,1,1,1
INT_440152850_565156000_20240305_1414,125.800,15.631,43.832,cleared_after_entry,1,1,1
INT_440152850_636015465_20240305_1705,73.200,5.688,20.304,cleared_after_entry,1,1,1
INT_440008040_565819000_20240305_1749,88.800,9.312,101.016,cleared_after_entry,1,1,1
INT_440008040_538009273_20240305_1808,19.000,0.386,21.401,cleared_after_entry,1,1,1
INT_440008040_354118000_20240305_1825,52.200,4.790,57.717,cleared_after_entry,1,1,1
INT_440132580_354118000_20240305_1850,130.800,16.498,57.717,cleared_after_entry,1,1,1
INT_352003392_414334000_20240306_0214,0.000,0.000,73.125,never_entered,0,0,0
INT_440909000_273298570_20240306_0502,88.000,9.178,31.579,cleared_after_entry,1,1,1
INT_440008040_477629400_20240306_0554,100.800,11.335,31.643,cleared_after_entry,1,1,1
INT_440184720_477629400_20240306_0630,97.600,10.792,31.643,cleared_after_entry,1,1,1
INT_440127410_538008691_20240306_0651,15.800,0.236,26.912,cleared_after_entry,1,1,1
INT_440152850_229334000_20240306_0726,108.000,10.792,28.302,cleared_after_entry,1,1,1
INT_440155330_538009631_20240306_0750,21.200,0.549,21.401,cleared_after_entry,1,1,1
INT_440700180_538009631_20240306_0816,81.600,8.119,21.401,cleared_after_entry,1,1,1
INT_440127410_636022632_20240306_1449,43.800,4.486,78.964,cleared_after_entry,1,1,1
INT_440313250_636022632_20240306_1509,0.000,0.000,78.964,never_entered,0,0,0
INT_352003392_636022632_20240306_1510,0.000,0.000,78.964,never_entered,0,0,0
INT_440909000_370109000_20240306_1555,88.600,10.815,37.885,cleared_after_entry,1,1,1
INT_440075240_414334000_20240306_1712,37.400,3.870,73.125,cleared_after_entry,1,1,1
INT_440075240_229997000_20240306_1725,0.000,0.000,113.071,never_entered,0,0,0
INT_440700180_311703000_20240306_1802,96.200,10.555,18.601,cleared_after_entry,1,1,1
INT_440152850_636020701_20240306_1816,0.000,0.000,27.459,never_entered,0,0,0
INT_440909000_636020701_20240306_1816,0.000,0.000,27.459,never_entered,0,0,0
INT_440155330_440013330_20240306_1945,11.000,0.563,12.298,cleared_after_entry,1,1,1
INT_440018500_351862000_20240306_1951,0.000,0.000,124.193,never_entered,0,0,0
INT_441925000_351862000_20240306_1952,0.000,0.000,124.193,never_entered,0,0,0
INT_440313250_563265000_20240306_2030,0.000,0.000,77.015,never_entered,0,0,0
INT_440184720_636018223_20240306_2305,114.800,13.731,51.703,cleared_after_entry,1,1,1
INT_440008040_229334000_20240307_0023,0.000,0.000,28.302,never_entered,0,0,0
INT_440702880_477528400_20240307_0220,0.000,0.000,98.108,never_entered,0,0,0
INT_440313250_477528400_20240307_0220,0.000,0.000,98.108,never_entered,0,0,0
INT_440152850_563122100_20240307_0315,81.200,6.817,27.459,cleared_after_entry,1,1,1
INT_440909000_563122100_20240307_0315,86.800,7.627,27.459,cleared_after_entry,1,1,1
INT_440700180_351664000_20240307_0522,73.000,6.725,22.743,cleared_after_entry,1,1,1
INT_352003392_309901000_20240307_0719,0.000,0.000,97.140,never_entered,0,0,0
INT_440018500_309901000_20240307_0719,0.000,0.000,97.140,never_entered,0,0,0
INT_440008040_373595000_20240307_1346,17.200,0.266,29.833,cleared_after_entry,1,1,1
INT_440132580_373595000_20240307_1410,106.000,10.488,29.833,cleared_after_entry,1,1,1
INT_440152850_373595000_20240307_1410,99.800,9.553,29.833,cleared_after_entry,1,1,1
INT_440008040_212352000_20240307_1449,22.400,0.674,33.871,cleared_after_entry,1,1,1
INT_440127410_351664000_20240307_1503,16.600,0.334,22.743,cleared_after_entry,1,1,1
INT_373493000_440323340_20240307_1633,30.400,5.713,13.601,cleared_after_entry,1,1,1
INT_373493000_440114920_20240307_1632,28.600,10.318,12.298,cleared_after_entry,1,1,1
INT_440127410_370109000_20240307_1657,34.200,3.204,37.885,cleared_after_entry,1,1,1
INT_440132580_212563000_20240307_1807,84.000,8.514,25.928,cleared_after_entry,1,1,1
INT_440155330_636020775_20240307_2120,55.400,5.684,85.546,cleared_after_entry,1,1,1
INT_440127410_218774000_20240307_2148,0.000,0.000,112.722,never_entered,0,0,0
INT_440155330_373598000_20240308_0053,69.000,8.700,123.046,cleared_after_entry,1,1,1
INT_440018500_373598000_20240308_0123,0.000,0.000,123.046,never_entered,0,0,0
INT_440155260_373598000_20240308_0124,0.000,0.000,123.046,never_entered,0,0,0
INT_440155330_574002930_20240308_0249,11.600,0.098,20.248,cleared_after_entry,1,1,1
INT_373493000_574002930_20240308_0310,44.600,2.563,20.248,cleared_after_entry,1,1,1
INT_440155330_636021693_20240308_0349,54.600,6.805,103.103,cleared_after_entry,1,1,1
INT_440008040_215148000_20240308_0850,65.400,6.419,74.096,cleared_after_entry,1,1,1
INT_440008040_477271400_20240308_1034,61.600,7.767,113.191,cleared_after_entry,1,1,1
INT_440335980_477271400_20240308_1055,0.000,0.000,113.191,never_entered,0,0,0
INT_440155260_477271400_20240308_1056,0.000,0.000,113.191,never_entered,0,0,0
INT_440008040_477528400_20240308_1100,43.800,4.331,98.108,cleared_after_entry,1,1,1
INT_352003392_249783000_20240308_1113,0.000,0.000,102.231,never_entered,0,0,0
INT_440702880_249783000_20240308_1114,0.000,0.000,102.231,never_entered,0,0,0
INT_440335980_477271900_20240308_1821,0.000,0.000,101.263,never_entered,0,0,0
INT_441925000_440350000_20240308_2325,174.600,21.138,75.420,cleared_after_entry,1,1,1
INT_440075240_440350000_20240308_2323,167.800,20.071,75.420,cleared_after_entry,1,1,1
INT_440113610_440151000_20240309_0021,99.200,12.812,33.170,cleared_after_entry,1,1,1
INT_440184720_219027759_20240309_0516,88.400,7.861,32.175,cleared_after_entry,1,1,1
INT_373493000_352001218_20240309_0734,0.000,0.000,29.415,never_entered,0,0,0
INT_440909000_352001218_20240309_0734,106.000,12.221,29.415,cleared_after_entry,1,1,1
INT_440104800_357506000_20240309_0821,0.000,0.000,74.096,never_entered,0,0,0
INT_440018500_229622000_20240309_1609,0.000,0.000,112.544,never_entered,0,0,0
INT_440155330_373598000_20240309_2034,0.000,0.000,123.046,never_entered,0,0,0
INT_440155330_636017434_20240309_2056,0.000,0.000,123.940,never_entered,0,0,0
INT_440702880_636017434_20240309_2115,0.000,0.000,123.940,never_entered,0,0,0
INT_441925000_636017434_20240309_2116,0.000,0.000,123.940,never_entered,0,0,0
INT_440155330_305126000_20240309_2213,19.400,0.617,34.540,cleared_after_entry,1,1,1
INT_440155330_477890100_20240310_0059,63.000,8.088,113.071,cleared_after_entry,1,1,1
INT_440113610_369339000_20240310_0107,0.000,0.000,80.362,never_entered,0,0,0
INT_440335980_369339000_20240310_0108,0.000,0.000,80.362,never_entered,0,0,0
INT_440702880_477890100_20240310_0118,0.000,0.000,113.071,never_entered,0,0,0
INT_440051510_477890100_20240310_0119,0.000,0.000,113.071,never_entered,0,0,0
INT_440112210_636020351_20240310_0132,0.000,0.000,85.836,never_entered,0,0,0
INT_440184720_636020351_20240310_0131,0.000,0.000,85.836,never_entered,0,0,0
INT_440155330_311655000_20240310_0216,20.400,0.596,18.310,cleared_after_entry,1,1,1
INT_440152850_441387000_20240310_0550,115.400,13.835,34.355,cleared_after_entry,1,1,1
INT_440155330_477681800_20240310_1154,17.800,0.430,31.780,cleared_after_entry,1,1,1
INT_440184720_440135930_20240310_1300,0.000,0.000,62.500,never_entered,0,0,0
INT_440702880_636015506_20240310_1323,0.000,0.000,112.722,never_entered,0,0,0
INT_440018500_636015506_20240310_1322,0.000,0.000,112.722,never_entered,0,0,0
INT_373493000_311000780_20240310_1348,106.600,10.579,31.780,cleared_after_entry,1,1,1
INT_440184720_636092984_20240310_1522,88.800,9.312,25.928,cleared_after_entry,1,1,1
INT_440132580_636020254_20240310_2245,122.600,13.028,54.866,cleared_after_entry,1,1,1
INT_440113610_257864000_20240311_0506,0.000,0.000,63.089,never_entered,0,0,0
INT_440184720_257864000_20240311_0509,0.000,0.000,63.089,never_entered,0,0,0
INT_440008040_636012808_20240311_0640,54.800,5.675,96.773,cleared_after_entry,1,1,1
INT_440018500_563033000_20240311_0716,0.000,0.000,103.443,never_entered,0,0,0
INT_440184720_636018693_20240311_0733,146.200,19.176,51.703,cleared_after_entry,1,1,1
INT_440909000_636018693_20240311_0733,144.800,18.932,51.703,cleared_after_entry,1,1,1
INT_440152850_312472000_20240311_0815,45.800,2.883,20.427,cleared_after_entry,1,1,1
INT_440132580_371793000_20240311_0830,0.000,0.000,31.305,never_entered,0,0,0
INT_440909000_371793000_20240311_0833,0.000,0.000,31.305,never_entered,0,0,0
INT_440008040_218776000_20240311_0915,45.000,4.183,112.722,cleared_after_entry,1,1,1
INT_440008040_440049630_20240311_1004,7.400,0.085,13.200,cleared_after_entry,1,1,1
INT_440008040_440350000_20240311_1137,0.000,0.000,75.420,never_entered,0,0,0
INT_352003392_636015779_20240311_1252,115.000,13.766,25.928,cleared_after_entry,1,1,1
INT_440184720_440709700_20240311_1710,0.000,0.000,16.348,never_entered,0,0,0
INT_440008040_636018693_20240311_1806,0.000,0.000,51.703,never_entered,0,0,0
INT_440132580_353059000_20240311_1823,114.400,11.768,30.871,cleared_after_entry,1,1,1
INT_440008040_371793000_20240311_1905,0.000,0.000,31.305,never_entered,0,0,0
INT_440008040_356946000_20240311_1933,50.000,4.251,78.983,cleared_after_entry,1,1,1
INT_440008040_257864000_20240311_2020,0.000,0.000,63.089,never_entered,0,0,0
INT_440313260_538004914_20240312_0139,0.000,0.000,82.142,never_entered,0,0,0
INT_440127410_636017434_20240312_0232,0.000,0.000,123.940,never_entered,0,0,0
INT_440127410_636015607_20240312_0254,64.600,7.115,112.722,cleared_after_entry,1,1,1
INT_440127410_477947700_20240312_0310,39.000,3.239,76.041,cleared_after_entry,1,1,1
INT_373493000_563159100_20240312_0355,99.800,9.553,20.809,cleared_after_entry,1,1,1
INT_440313260_215189000_20240312_0628,118.600,14.386,78.964,cleared_after_entry,1,1,1
INT_440008040_636022112_20240312_0639,52.400,6.882,93.700,cleared_after_entry,1,1,1
INT_440113610_636022112_20240312_0704,0.000,0.000,93.700,never_entered,0,0,0
INT_440132580_636022112_20240312_0701,0.000,0.000,93.700,never_entered,0,0,0
INT_440008040_538010139_20240312_0739,34.400,1.560,32.004,cleared_after_entry,1,1,1
INT_440008040_354118000_20240312_0850,57.200,5.624,57.717,cleared_after_entry,1,1,1
INT_440083810_563159100_20240312_0859,16.000,0.232,20.809,cleared_after_entry,1,1,1
INT_440083810_354118000_20240312_0910,130.400,16.428,57.717,cleared_after_entry,1,1,1
INT_440008040_440141000_20240312_1045,0.000,0.000,33.772,never_entered,0,0,0
INT_440184720_440141000_20240312_1108,116.600,16.124,33.772,cleared_after_entry,1,1,1
INT_352003392_440141000_20240312_1109,125.600,17.847,33.772,cleared_after_entry,1,1,1
INT_440155330_636015779_20240312_1208,43.000,2.361,25.928,cleared_after_entry,1,1,1
INT_440155330_209798000_20240312_1252,46.600,3.801,72.154,cleared_after_entry,1,1,1
INT_440313250_209798000_20240312_1320,120.000,14.628,72.154,cleared_after_entry,1,1,1
INT_440155330_477441400_20240312_1354,57.600,6.216,101.263,cleared_after_entry,1,1,1
INT_440155330_218776000_20240312_1419,0.000,0.000,112.722,never_entered,0,0,0
INT_440155330_440013330_20240312_1603,9.000,0.274,12.298,cleared_after_entry,1,1,1
INT_440008040_431296000_20240312_1641,0.000,0.000,97.140,never_entered,0,0,0
INT_440008040_636022443_20240312_1719,70.000,9.005,113.071,cleared_after_entry,1,1,1
INT_373493000_538009631_20240312_1901,111.600,13.181,21.401,cleared_after_entry,1,1,1
INT_440008040_563158600_20240313_0139,10.800,0.059,20.524,cleared_after_entry,1,1,1
INT_440008040_563147400_20240313_0143,12.600,0.106,21.360,cleared_after_entry,1,1,1
INT_440200060_563158600_20240313_0200,80.200,6.674,20.524,cleared_after_entry,1,1,1
INT_440702880_232018900_20240313_1020,0.000,0.000,100.489,never_entered,0,0,0
INT_352003392_232018900_20240313_1020,0.000,0.000,100.489,never_entered,0,0,0
INT_440155330_563147400_20240313_1109,41.200,2.165,21.360,cleared_after_entry,1,1,1
INT_440155330_441743000_20240313_1149,108.200,12.598,46.552,cleared_after_entry,1,1,1
INT_440702880_356575000_20240313_1221,0.000,0.000,97.140,never_entered,0,0,0
INT_440313250_440287000_20240313_1620,46.600,10.968,16.919,cleared_after_entry,1,1,1
INT_440127410_352153000_20240313_1844,27.800,2.004,51.393,cleared_after_entry,1,1,1
INT_440184720_538090562_20240313_2110,117.400,14.179,34.731,cleared_after_entry,1,1,1
INT_373493000_563158200_20240314_0130,107.000,10.640,29.155,cleared_after_entry,1,1,1
INT_440909000_538008946_20240314_0228,63.600,5.254,26.912,cleared_after_entry,1,1,1
INT_440200060_311703000_20240314_0418,105.000,12.050,18.601,cleared_after_entry,1,1,1
INT_440184720_636016980_20240314_1043,0.000,0.000,86.127,never_entered,0,0,0
INT_440313250_636016980_20240314_1044,0.000,0.000,86.127,never_entered,0,0,0
INT_440008040_538090562_20240314_1157,0.000,0.000,34.731,never_entered,0,0,0
INT_440008040_355232000_20240314_1249,30.200,1.887,54.866,cleared_after_entry,1,1,1
INT_440008040_477302500_20240314_1416,45.600,4.582,72.154,cleared_after_entry,1,1,1
INT_440200060_356931000_20240314_1518,116.400,14.007,47.595,cleared_after_entry,1,1,1
INT_440104800_370320000_20240314_1803,0.000,0.000,75.068,never_entered,0,0,0
INT_440313260_431710000_20240314_1914,0.000,0.000,98.108,never_entered,0,0,0
INT_440155330_636092792_20240314_2232,0.000,0.000,93.543,never_entered,0,0,0
INT_440200060_370109000_20240314_2333,108.200,14.522,37.885,cleared_after_entry,1,1,1
INT_440155330_351465000_20240315_0010,0.000,0.000,58.822,never_entered,0,0,0
INT_373493000_305545000_20240315_0114,132.400,16.775,28.178,cleared_after_entry,1,1,1
INT_440200060_338459000_20240315_0126,172.000,23.678,44.598,cleared_after_entry,1,1,1
INT_440018500_211578000_20240315_0745,0.000,0.000,112.722,never_entered,0,0,0
INT_440051510_219863000_20240315_1115,0.000,0.000,123.525,never_entered,0,0,0
INT_440412320_219863000_20240315_1115,0.000,0.000,123.525,never_entered,0,0,0
INT_440008040_370109000_20240315_1457,0.000,0.000,37.885,never_entered,0,0,0
INT_440104800_256932000_20240315_1528,0.000,0.000,99.690,never_entered,0,0,0
INT_373493000_574002930_20240315_1603,87.600,9.112,20.248,cleared_after_entry,1,1,1
INT_440113610_440022000_20240315_1815,106.400,14.179,25.239,cleared_after_entry,1,1,1
INT_441925000_440190080_20240315_2110,45.400,11.356,12.482,cleared_after_entry,1,1,1
INT_440104800_565110000_20240316_0115,161.000,19.005,57.585,cleared_after_entry,1,1,1
INT_440008040_440022000_20240316_0418,0.000,0.000,25.239,never_entered,0,0,0
INT_440008040_574002930_20240316_0507,26.600,1.043,20.248,cleared_after_entry,1,1,1
INT_440155330_563491000_20240316_0654,68.800,6.361,66.098,cleared_after_entry,1,1,1
INT_440155330_477698700_20240316_0750,0.000,0.000,101.263,never_entered,0,0,0
INT_440155330_352952000_20240316_0839,0.000,0.000,123.046,never_entered,0,0,0
INT_440155330_255805575_20240316_0942,18.400,0.491,28.306,cleared_after_entry,1,1,1
INT_440184720_255805575_20240316_1006,108.800,14.636,28.306,cleared_after_entry,1,1,1
INT_440155330_636021190_20240316_1158,64.200,7.062,103.394,cleared_after_entry,1,1,1
INT_440702880_636021190_20240316_1225,0.000,0.000,103.394,never_entered,0,0,0
INT_373493000_311655000_20240316_1345,31.400,1.451,18.310,cleared_after_entry,1,1,1
INT_440155330_477745800_20240316_1836,26.800,1.404,51.091,cleared_after_entry,1,1,1
INT_440155330_311655000_20240316_2208,31.400,1.497,18.310,cleared_after_entry,1,1,1
INT_440155330_636018223_20240317_0236,0.000,0.000,51.703,never_entered,0,0,0
INT_440200060_305126000_20240317_0312,98.000,9.283,34.540,cleared_after_entry,1,1,1
INT_440008040_353775000_20240317_0642,0.000,0.000,93.700,never_entered,0,0,0
INT_440008040_563002100_20240317_0705,52.000,5.720,93.254,cleared_after_entry,1,1,1
INT_440184720_636015779_20240317_0823,95.800,10.487,25.928,cleared_after_entry,1,1,1
INT_440018500_477154200_20240317_0916,0.000,0.000,102.231,never_entered,0,0,0
INT_440113610_477154200_20240317_0915,0.000,0.000,102.231,never_entered,0,0,0
INT_440008040_354646000_20240317_0942,29.000,2.705,48.541,cleared_after_entry,1,1,1
INT_440051510_636020543_20240317_1025,0.000,0.000,124.193,never_entered,0,0,0
INT_440909000_441772000_20240317_1235,85.200,7.395,21.024,cleared_after_entry,1,1,1
INT_440008040_311703000_20240317_1339,10.200,0.063,18.601,cleared_after_entry,1,1,1
INT_440155330_477127900_20240317_1651,0.000,0.000,101.263,never_entered,0,0,0
INT_373493000_441387000_20240317_1700,98.200,10.893,34.355,cleared_after_entry,1,1,1
INT_352003392_232043372_20240317_2110,0.000,0.000,113.071,never_entered,0,0,0
INT_440018500_232043372_20240317_2112,0.000,0.000,113.071,never_entered,0,0,0
INT_440200060_367619000_20240317_2305,112.800,13.387,26.912,cleared_after_entry,1,1,1
INT_440909000_367619000_20240317_2307,125.000,15.493,26.912,cleared_after_entry,1,1,1
INT_440155330_477166300_20240318_0025,0.000,0.000,101.263,never_entered,0,0,0
INT_440155330_477065200_20240318_0100,64.200,7.034,112.722,cleared_after_entry,1,1,1
INT_440104800_477065200_20240318_0128,0.000,0.000,112.722,never_entered,0,0,0
INT_440155330_249830000_20240318_0256,106.400,12.290,70.216,cleared_after_entry,1,1,1
INT_440200060_440155010_20240318_0305,45.200,10.693,12.726,cleared_after_entry,1,1,1
INT_352003392_249830000_20240318_0316,0.000,0.000,70.216,never_entered,0,0,0
INT_441925000_477845600_20240318_0327,0.000,0.000,113.191,never_entered,0,0,0
INT_440155330_538010139_20240318_0434,36.400,1.808,32.004,cleared_after_entry,1,1,1
INT_440008040_232043372_20240318_0657,0.000,0.000,113.071,never_entered,0,0,0
INT_440008040_477867800_20240318_0700,0.000,0.000,113.071,never_entered,0,0,0
INT_440313260_232043372_20240318_0715,0.000,0.000,113.071,never_entered,0,0,0
INT_441925000_232043372_20240318_0716,0.000,0.000,113.071,never_entered,0,0,0
INT_440008040_636015481_20240318_1615,28.600,1.861,49.336,cleared_after_entry,1,1,1
INT_373493000_636015481_20240318_1635,110.200,11.127,49.336,cleared_after_entry,1,1,1
INT_440184720_538009749_20240318_1810,17.800,0.352,25.928,cleared_after_entry,1,1,1
INT_373493000_371714000_20240318_1904,0.000,0.000,47.595,never_entered,0,0,0
INT_440104800_477947700_20240318_2015,0.000,0.000,76.041,never_entered,0,0,0
INT_440184720_477947700_20240318_2015,0.000,0.000,76.041,never_entered,0,0,0
INT_440335980_636018380_20240319_1001,30.400,1.303,30.794,cleared_after_entry,1,1,1
INT_440184720_440312870_20240319_1026,14.400,0.709,12.298,cleared_after_entry,1,1,1
INT_373493000_413383270_20240319_1100,123.800,15.285,51.393,cleared_after_entry,1,1,1
INT_440155330_440761000_20240319_1858,45.000,4.816,75.068,cleared_after_entry,1,1,1
INT_440104800_440761000_20240319_1919,0.000,0.000,75.068,never_entered,0,0,0
INT_352003392_440761000_20240319_1920,0.000,0.000,75.068,never_entered,0,0,0
INT_440155330_636092391_20240319_2058,82.600,8.284,59.775,cleared_after_entry,1,1,1
INT_440155330_338679000_20240319_2105,73.800,8.078,78.021,cleared_after_entry,1,1,1
INT_440016540_636092391_20240319_2118,114.400,13.662,59.775,cleared_after_entry,1,1,1
INT_440139260_636015950_20240319_2325,127.400,15.908,64.353,cleared_after_entry,1,1,1
INT_440313260_636015950_20240319_2328,0.000,0.000,64.353,never_entered,0,0,0
INT_440008040_353051000_20240320_0056,70.200,8.247,113.071,cleared_after_entry,1,1,1
INT_440412320_353051000_20240320_0124,0.000,0.000,113.071,never_entered,0,0,0
INT_373493000_440273000_20240320_0528,0.000,0.000,18.168,never_entered,0,0,0
INT_440116550_256143000_20240320_1210,81.200,8.053,22.277,cleared_after_entry,1,1,1
INT_440116550_636092827_20240320_1421,56.200,3.445,25.303,cleared_after_entry,1,1,1
INT_440313250_566886000_20240320_1505,109.800,12.872,67.052,cleared_after_entry,1,1,1
INT_441925000_477271400_20240320_1656,0.000,0.000,113.191,never_entered,0,0,0
INT_440702880_477271400_20240320_1658,0.000,0.000,113.191,never_entered,0,0,0
INT_373493000_563004500_20240320_2250,0.000,0.000,23.308,never_entered,0,0,0
INT_440113610_256143000_20240321_0105,41.600,2.190,22.277,cleared_after_entry,1,1,1
INT_440335980_477624100_20240321_0116,0.000,0.000,112.722,never_entered,0,0,0
INT_440313250_636019716_20240321_0123,116.400,14.007,74.096,cleared_after_entry,1,1,1
INT_440008040_440119040_20240321_0554,0.000,0.000,15.842,never_entered,0,0,0
INT_440127410_241313000_20240321_0655,59.600,7.312,112.722,cleared_after_entry,1,1,1
INT_440127410_219038000_20240321_1059,64.800,7.798,123.525,cleared_after_entry,1,1,1
INT_440139260_372800000_20240321_1228,106.600,12.324,53.919,cleared_after_entry,1,1,1
INT_440104800_440220000_20240321_1358,97.000,12.396,34.136,cleared_after_entry,1,1,1
INT_440008040_215173000_20240321_1950,78.200,8.883,123.046,cleared_after_entry,1,1,1
INT_440008040_636018529_20240321_2153,17.200,0.405,29.415,cleared_after_entry,1,1,1
INT_373493000_636018529_20240321_2214,74.000,6.885,29.415,cleared_after_entry,1,1,1
INT_440200060_351664000_20240321_2221,79.800,7.824,22.743,cleared_after_entry,1,1,1
INT_440335980_353160000_20240322_0009,0.000,0.000,113.191,never_entered,0,0,0
INT_441925000_353160000_20240322_0010,0.000,0.000,113.191,never_entered,0,0,0
INT_440116550_563158600_20240322_0029,77.000,6.220,20.524,cleared_after_entry,1,1,1
INT_440127410_538007479_20240322_0135,58.400,7.575,104.901,cleared_after_entry,1,1,1
INT_440127410_369751000_20240322_0449,0.000,0.000,94.284,never_entered,0,0,0
INT_440127410_367619000_20240322_0502,33.600,1.642,26.912,cleared_after_entry,1,1,1
INT_373493000_352153000_20240322_0515,0.000,0.000,51.393,never_entered,0,0,0
INT_373493000_367619000_20240322_0520,103.600,11.812,26.912,cleared_after_entry,1,1,1
INT_440200060_563147400_20240322_0620,121.600,12.874,21.360,cleared_after_entry,1,1,1
INT_440008040_538007480_20240322_0754,0.000,0.000,102.958,never_entered,0,0,0
INT_440008040_440220000_20240322_0931,0.000,0.000,34.136,never_entered,0,0,0
INT_440008040_636092984_20240322_0954,23.000,0.701,25.928,cleared_after_entry,1,1,1
INT_440008040_563172200_20240322_0958,41.000,3.806,65.146,cleared_after_entry,1,1,1
INT_440139260_636092984_20240322_1016,129.600,16.290,25.928,cleared_after_entry,1,1,1
INT_440008040_440403540_20240322_1342,20.600,1.106,39.224,cleared_after_entry,1,1,1
INT_373493000_477884200_20240322_1722,91.000,8.243,22.277,cleared_after_entry,1,1,1
INT_440200060_477884200_20240322_1724,110.800,11.218,22.277,cleared_after_entry,1,1,1
INT_440051510_248703000_20240322_2016,0.000,0.000,93.680,never_entered,0,0,0
INT_440139260_219027761_20240323_0051,85.400,8.746,32.175,cleared_after_entry,1,1,1
INT_352003392_219027761_20240323_0051,83.000,8.349,32.175,cleared_after_entry,1,1,1
INT_440008040_636092984_20240323_0121,24.000,0.485,25.928,cleared_after_entry,1,1,1
INT_373493000_305630000_20240323_0628,141.600,18.375,26.627,cleared_after_entry,1,1,1
INT_440200060_305630000_20240323_0629,141.600,18.375,26.627,cleared_after_entry,1,1,1
INT_440008040_305537000_20240323_0835,16.200,0.401,23.049,cleared_after_entry,1,1,1
INT_440702880_636017726_20240323_0852,0.000,0.000,123.359,never_entered,0,0,0
INT_440018500_636017726_20240323_0853,0.000,0.000,123.359,never_entered,0,0,0
INT_373493000_305537000_20240323_0907,97.200,10.724,23.049,cleared_after_entry,1,1,1
INT_440104800_219068000_20240323_0932,168.400,23.049,86.128,cleared_after_entry,1,1,1
INT_440051510_636018703_20240323_1002,0.000,0.000,113.654,never_entered,0,0,0
INT_440412320_636018703_20240323_1002,0.000,0.000,113.654,never_entered,0,0,0
INT_440113610_440728000_20240323_1505,0.000,0.000,75.068,never_entered,0,0,0
INT_440083810_636017103_20240323_1818,0.000,0.000,93.543,never_entered,0,0,0
INT_441925000_636017103_20240323_1820,0.000,0.000,93.543,never_entered,0,0,0
INT_440018500_431989000_20240323_1915,0.000,0.000,112.780,never_entered,0,0,0
INT_440127410_305630000_20240323_1942,0.000,0.000,26.627,never_entered,0,0,0
INT_440116550_353059000_20240323_2136,165.000,19.632,30.871,cleared_after_entry,1,1,1
INT_440200060_305126000_20240323_2201,171.800,20.699,34.540,cleared_after_entry,1,1,1
INT_440008040_241298000_20240324_0456,98.800,9.403,53.016,cleared_after_entry,1,1,1
INT_440008040_311703000_20240324_0500,15.600,0.253,18.601,cleared_after_entry,1,1,1
INT_373493000_311703000_20240324_0520,74.200,6.917,18.601,cleared_after_entry,1,1,1
INT_373493000_367619000_20240324_0718,106.200,12.256,26.912,cleared_after_entry,1,1,1
INT_440116550_441567000_20240324_0731,0.000,0.000,34.004,never_entered,0,0,0
INT_440412320_477441400_20240324_0835,0.000,0.000,101.263,never_entered,0,0,0
INT_440008040_305126000_20240324_1325,18.400,0.510,34.540,cleared_after_entry,1,1,1
INT_440335980_477257100_20240324_1415,0.000,0.000,97.529,never_entered,0,0,0
INT_440075240_477257100_20240324_1420,0.000,0.000,97.529,never_entered,0,0,0
INT_440127410_215225000_20240324_1755,68.800,6.489,99.077,cleared_after_entry,1,1,1
INT_441925000_215225000_20240324_1814,0.000,0.000,99.077,never_entered,0,0,0
INT_440313250_215225000_20240324_1814,0.000,0.000,99.077,never_entered,0,0,0
INT_440116550_563159100_20240324_1824,93.000,8.539,20.809,cleared_after_entry,1,1,1
INT_440104800_538009831_20240324_2105,0.000,0.000,79.945,never_entered,0,0,0
INT_440200060_370109000_20240324_2309,115.000,15.819,37.885,cleared_after_entry,1,1,1
INT_440200060_441387000_20240325_0222,130.200,16.394,34.355,cleared_after_entry,1,1,1
INT_440113610_636093164_20240325_0705,0.000,0.000,112.722,never_entered,0,0,0
INT_440051510_636093164_20240325_0705,0.000,0.000,112.722,never_entered,0,0,0
INT_352003392_477182300_20240325_0914,0.000,0.000,112.722,never_entered,0,0,0
INT_440200060_565156000_20240325_1619,113.800,13.559,43.832,cleared_after_entry,1,1,1
INT_440016540_440048210_20240325_2202,43.800,10.979,12.777,cleared_after_entry,1,1,1
INT_373493000_441772000_20240326_0507,0.000,0.000,21.024,never_entered,0,0,0
INT_440008040_477947700_20240326_0544,40.000,3.683,76.041,cleared_after_entry,1,1,1
INT_440016540_477947700_20240326_0607,113.600,13.525,76.041,cleared_after_entry,1,1,1
INT_440139260_477947700_20240326_0608,113.600,13.525,76.041,cleared_after_entry,1,1,1
INT_440155330_563004600_20240326_0708,25.400,1.022,27.295,cleared_after_entry,1,1,1
